OTU_ID	C1_A	C10_A	C10_B	C10_C	C11_A	C11_B	C11_C	C12_A	C12_B	C12_C	C2_A	C2_B	C2_C	C3_A	C3_B	C4_A	C4_B	C4_C	C5_A	C5_B	C5_C	C6_B	C6_C	C7_A	C7_B	C7_C	C8_A	C8_B	C8_C	C9_A	C9_B	C9_C	J1_A	J1_B	J1_C	J10_A	J10_B	J10_C	J11_A	J11_B	J11_C	J12_A	J12_B	J12_C	J13_A	J13_B	J13_C	J14_A	J14_B	J14_C	J15_A	J15_B	J15_C	J16_A	J16_B	J16_C	J17_A	J17_B	J17_C	J18_A	J18_B	J18_C	J19_A	J19_B	J19_C	J2_A	J2_B	J2_C	J20_A	J20_B	J20_C	J21_A	J21_B	J21_C	J22_A	J22_B	J22_C	J23_A	J23_B	J23_C	J24_A	J24_B	J24_C	J3_A	J3_B	J3_C	J4_A	J4_B	J4_C	J5_A	J5_B	J5_C	J6_A	J6_B	J6_C	J7_A	J7_B	J7_C	J8_A	J8_B	J8_C	J9_A	J9_B	J9_C	M1_A	M1_B	M1_C	M10_A	M10_B	M10_C	M11_A	M11_B	M11_C	M12_A	M12_B	M12_C	M2_A	M2_B	M2_C	M3_A	M3_B	M3_C	M4_A	M4_B	M4_C	M5_A	M5_B	M5_C	M6_B	M6_C	M7_A	M7_B	M7_C	M8_A	M8_B	M8_C	M9_A	M9_B	M9_C	Taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
436	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	548	188	451	168	96	184	252	176	110	22	108	25	681	91	86	203	177	106	642	149	688	315	70	288	192	278	71	190	566	334	842	255	117	300	298	487	464	496	98	500	650	95	121	299	68	379	1431	65	75	146	9	245	277	77	76	70	112	238	325	104	379	277	212	324	399	108	178	296	62	171	266	43	219	55	138	7	114	74	11	0	78	14	269	61	91	66	15	0	0	0	323	50	29	2	0	0	43	16	0	0	7	0	3	22	116	111	85	;Rhodotorula	Rhodotorula	13	Pathotroph-Saprotroph	Animal Endosymbiont-Animal Pathogen-Endophyte-Plant Pathogen-Undefined Saprotroph	Yeast	NULL	Probable	Opportunistic human pathogen	b'https://www.cdc.gov ((https://www.cdc.gov))'
225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	163	0	377	276	114	397	411	96	398	352	319	74	56	24	486	246	246	116	25	179	657	25	150	345	397	49	199	163	208	619	116	157	77	111	74	555	408	116	228	476	28	468	937	78	303	100	41	108	61	71	784	157	24	292	228	291	848	577	320	267	227	142	234	290	108	423	195	55	412	675	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Pochonia	Pochonia	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
360	263	9521	3249	1339	14	8	41	0	28	80	1718	642	523	278	52	0	0	0	10	2	0	0	0	174	283	52	0	0	0	0	19	0	27	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Clavaria	Clavaria	13	Saprotroph	Undefined Saprotroph	Clavarioid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
325	109	140	359	286	140	106	184	650	349	225	273	352	331	64	333	245	190	185	172	306	266	105	281	78	90	113	335	321	327	88	231	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	739	153	227	412	320	41	396	573	367	141	288	151	242	158	403	69	159	218	232	205	21	211	310	153	227	26	167	282	96	450	865	95	330	227	283	;Ascotricha	Ascotricha	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
369	0	0	0	2	3	0	0	0	0	4	0	234	11	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	2	0	0	0	0	0	0	304	15084	72	0	0	195	0	0	552	0	8	;Crinipellis	Crinipellis	13	Saprotroph	Leaf Saprotroph	NULL	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
239	720	1501	922	262	545	114	135	275	347	338	839	351	305	354	1533	50	209	59	33	0	0	106	283	863	237	221	772	425	201	254	111	95	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	19	0	0	118	0	0	0	0	7	0	0	0	6	2	0	0	0	0	64	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	10	2	4	0	0	0	0	0	0	433	36	92	45	38	0	154	229	133	111	91	72	49	33	25	9	15	6	67	0	87	154	309	4	19	0	53	40	15	28	251	19	93	59	26	;Nectriaceae	Nectriaceae	9	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Possible	Fusarium species are amongst the economically significant plant pathogens (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Hirooka Y, et al. 2012. Studies in Mycology 711-210 ((https://doi.org/10.3114/sim0001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); https://www.cdc.gov ((https://www.cdc.gov))'
111	0	8	0	0	67	0	16	0	0	0	0	0	0	0	0	0	0	0	35	29	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	172	231	526	819	461	80	649	157	341	137	185	111	278	29	102	174	3173	83	66	42	0	33	451	423	1494	476	827	1097	163	835	572	93	319	;Roussoella	Roussoella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
376	0	1644	875	13	5639	17	9	0	0	0	0	0	0	0	7	0	0	0	146	0	0	0	0	0	0	0	1162	146	62	3576	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	75	0	0	0	0	515	0	0	;Parasola	Parasola	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
218	77	40	49	60	100	61	220	383	275	607	201	173	177	42	266	398	229	289	120	163	221	104	269	35	111	104	184	159	112	50	116	1297	647	442	18	114	65	47	226	39	49	30	14	39	37	43	0	15	4	42	16	30	31	11	7	5	9	5	16	7	12	16	8	0	0	1145	267	524	0	14	15	41	23	13	30	38	3	9	0	7	16	54	0	48	39	0	102	0	0	57	83	31	4	25	8	95	673	177	33	7	26	102	118	31	27	14	4	30	0	143	0	9	30	8	31	0	0	0	0	0	0	0	139	76	26	0	0	0	0	0	0	11	388	0	8	3	30	12	255	;Gliomastix	Gliomastix	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
366	22	1654	1705	1056	0	5	0	148	187	36	52	34	25	0	0	3	7	0	167	2175	2745	0	2	0	0	0	26	144	68	126	0	0	0	0	0	18	22	0	14	4	0	16	8	13	2	0	4	53	7	75	89	0	69	40	7	14	12	37	24	44	20	45	14	16	0	2	5	33	24	123	7	100	198	70	0	26	0	0	7	0	8	3	124	5	10	2	0	17	13	4	8	9	12	22	9	0	3	0	23	19	17	26	26	7	242	62	35	43	17	62	266	7	86	18	23	0	18	12	4	0	0	4	60	10	0	14	81	0	26	7	37	49	41	78	139	77	22	10	7	;Entoloma	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Agaricoid	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM/not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x; sensu stricto)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) ((as ECM/not ECM))'
246	0	63	101	4	68	18	5	0	333	192	136	148	91	12	27	52	6	10	96	152	148	5	57	57	37	0	120	44	97	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	783	83	509	79	429	410	16	0	0	73	82	72	253	427	784	7	328	22	608	263	11	198	0	0	622	1350	642	155	143	368	968	353	77	0	18	;Gibberella	Gibberella	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
399	0	460	507	1618	2478	1778	705	0	0	0	0	0	0	603	12	0	58	20	0	0	0	0	0	6	137	22	0	37	0	0	0	0	0	0	0	6	2	81	0	0	0	0	0	0	0	0	0	63	0	66	0	5	11	0	0	3	3	0	0	278	0	0	0	0	0	9	35	0	0	24	0	0	3	0	0	67	0	0	3	7	0	0	0	0	0	0	125	5	0	142	3	0	0	0	13	303	0	0	97	0	2	0	0	0	0	86	35	0	27	5	8	34	7	0	0	52	0	8	6	0	0	5	0	0	0	0	0	0	0	128	483	339	11	592	12	9	5	0	406	;Ceratobasidium	Ceratobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Corticioid-Microfungus	NULL	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
487	47	24	8	38	0	16	41	70	111	148	18	9	26	0	25	86	107	109	0	12	69	0	0	0	7	0	0	0	0	0	11	0	644	727	115	96	76	61	86	165	84	41	59	114	676	218	237	85	34	8	52	6	16	44	15	0	19	8	49	47	58	32	67	29	22	230	185	109	55	12	0	6	61	8	3	17	0	99	26	21	229	255	530	451	203	109	233	123	50	334	331	295	112	66	41	60	191	49	79	83	50	31	74	54	0	58	36	44	79	13	47	67	65	68	107	64	83	52	13	14	64	120	105	33	0	0	0	0	7	6	9	14	91	57	192	40	121	262	166	;Gongronella	Gongronella	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	815	15	502	98	44	275	288	55	68	91	113	585	344	114	762	70	537	11	5	107	59	0	39	108	119	6	122	92	71	103	20	32	392	323	168	172	75	30	92	74	182	101	60	0	31	11	0	238	153	0	553	169	6	127	171	241	548	109	75	275	35	27	84	211	59	332	564	15	163	124	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Phaeoacremonium	Phaeoacremonium	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
458	8	0	0	17	0	0	45	225	185	358	0	0	14	0	9	203	93	36	0	47	52	9	35	16	50	521	12	42	13	5	41	68	2	0	2278	5	0	56	0	0	0	0	0	39	0	18	187	0	0	14	40	194	211	9	337	120	0	0	6	0	0	22	0	0	58	0	0	0	0	0	144	0	0	0	0	3	2137	28	0	45	0	0	0	34	0	91	0	0	58	0	0	0	0	0	0	0	0	41	4	0	0	0	0	0	0	195	101	166	13	155	23	38	97	4	4	21	0	0	138	0	36	99	6	13	293	22	119	27	262	54	338	189	699	0	132	103	31	29	143	;Calcarisporiella	Calcarisporiella	13	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'De Hoog GS. 1974. In: The genera Blastobotrys, Sporothrix, Calcarisporium and Calcarisporiella gen. Ed. Von Arx JA. Studies in Mycology 7:71-84 ((https://www.studiesinmycology.org/sim/Sim07/index.html))'
356	0	0	0	0	0	0	0	0	0	0	1304	4715	1550	0	0	0	0	0	0	1765	41	0	4	0	0	0	41	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	498	0	0	0	6	480	0	0	0	0	0	0	0	0	0	0	18	5	717	331	0	0	0	0	7	0	5	;Conocybe	Conocybe	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
183	4	0	11	0	2	7	10	242	216	278	23	48	96	46	89	11	134	24	160	174	298	52	114	0	0	0	751	36	80	2522	40	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	232	176	10	58	215	89	243	69	56	37	4	80	126	791	639	0	0	9	81	50	0	31	18	105	281	11	120	154	37	1384	653	109	;Pyronemataceae	Pyronemataceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Gasteroid-Pezizoid	NULL	Possible	Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
224	151	0	16	0	96	172	33	36	80	32	124	558	44	73	109	20	25	3	51	110	6	17	357	113	97	33	216	236	185	48	25	28	62	16	36	56	18	10	14	0	6	12	27	20	58	45	4	34	9	72	0	4	181	23	0	0	18	32	16	16	26	34	22	66	15	49	75	161	0	35	0	0	0	0	33	97	0	0	4	0	233	80	483	8	0	0	10	68	25	25	14	4	223	51	118	0	21	26	58	19	10	32	70	38	92	79	137	123	89	8	105	119	993	316	548	167	11	30	0	14	65	30	25	15	0	191	124	5	42	8	259	44	41	495	66	38	253	207	460	;Metarhizium	Metarhizium	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
464	0	2	0	0	72	17	5	0	0	0	59	66	109	0	7	13	0	0	0	78	0	0	7	84	15	6	42	52	87	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	93	3	61	0	202	124	53	3492	428	126	104	138	79	0	12	0	57	24	0	863	0	0	312	38	1673	333	17	6	1565	86	47	0	28	;Rhizophlyctis	Rhizophlyctis	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'
70	89	71	72	117	575	97	220	197	691	768	391	71	122	66	182	93	161	36	376	31	44	108	219	100	201	8	728	365	82	243	25	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	31	25	52	22	45	80	737	101	0	66	19	137	353	41	14	161	6	52	0	0	20	477	0	212	4	14	0	0	103	155	11	133	20	95	;Lophiostomataceae	Lophiostomataceae	9	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic or necrotrophic on herbaceous and woody stems (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
337	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	46	33	14	203	92	45	116	38	134	6	6	0	14	61	9	163	549	43	60	959	265	4	0	0	21	50	1792	16	5	5	321	209	68	4	0	0	0	193	11	73	0	0	7	0	0	410	5	0	154	60	70	360	347	372	174	7	35	12	0	0	53	1126	23	151	78	38	89	43	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Castanediella	Castanediella	13	Pathotroph	Plant Pathogen	Micofungus	NULL	Probable	NULL	b'Crous PW, et al. 2015. Persoonia 34:167-266 ((https://doi.org/10.3767/003158515X688433))'
51	0	0	0	0	0	0	0	28	53	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	143	8506	36	0	0	0	0	0	294	0	0	;Epicoccum	Epicoccum	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Fungal Parasite-Lichen Parasite-Plant Pathogen-Wood Saprotroph	Microfungus	NULL	Probable	NULL	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
418	0	418	2483	384	30	18	1021	3	0	0	0	8	2295	57	0	0	172	24	8	22	11	628	96	6	0	0	0	0	0	852	294	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Tubulicium	Tubulicium	13	Saprotroph	Undefined Saprotroph	NULL	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
203	420	40	76	69	10	6	8	46	0	0	157	108	176	0	58	39	824	17	51	8	67	21	61	59	151	55	54	8	0	0	6	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	78	0	0	0	0	0	0	0	21	0	0	0	0	0	0	4	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	51	0	0	0	0	12	4	0	6	14	0	7	0	0	0	0	21	110	140	107	593	153	133	471	160	168	241	7	16	40	0	11	5	53	26	0	40	0	10	73	252	901	175	193	1117	72	261	320	59	70	;Diaporthe	Diaporthe	13	Pathotroph-Symbiotroph	Endophyte-Plant Pathogen	Microfungus	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	56	7	11	0	0	0	42	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	141	442	140	150	21	156	258	105	72	479	68	548	102	437	970	658	446	378	446	71	817	89	116	55	45	0	0	24	154	453	0	0	0	69	;Glomeraceae	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
227	12	0	19	4	16	17	35	116	46	220	118	21	35	9	39	47	63	94	55	20	77	52	70	27	52	88	17	25	88	6	16	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	16	0	16	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	7	0	0	0	8	5	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	471	692	342	170	86	50	42	23	20	201	315	248	159	23	113	28	66	224	364	221	53	80	350	24	514	128	46	293	80	80	40	7	250	881	199	;Beauveria	Beauveria	13	Pathotroph	Animal Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
384	48	0	394	0	0	0	0	0	0	0	710	1092	454	546	251	0	0	0	484	727	41	0	271	336	2310	637	0	49	0	15	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Delicatula	Delicatula	13	Saprotroph	Undefined Saprotroph	Agaricoid	NULL	Possible	NULL	b'Fayod MV. 1889. Annales des Sciences Naturelles, Botanique 9:182-411 ((https://www.biodiversitylibrary.org/page/43164887))'
77	9	0	40	14	27	3	6	16	1555	82	57	159	16	0	0	6	8	0	46	55	92	54	5	449	2796	260	19	47	0	34	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	20	935	26	10	711	7	119	51	0	11	139	0	0	0	51	0	0	0	74	0	47	43	0	5	10	0	12	0	8	0	0	;Phaeosphaeriaceae	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Microfungus	NULL	Probable	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
361	0	0	0	0	0	0	84	0	0	0	1728	369	661	4123	665	0	0	0	0	0	2	0	186	0	0	0	0	0	0	62	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	;Ramariopsis	Ramariopsis	13	Saprotroph	Undefined Saprotroph	Clavarioid	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
43	0	146	429	0	160	20	14	13	99	169	1224	789	1465	16	91	2	46	0	411	24	227	47	100	37	39	6	263	30	36	76	26	45	108	10	9	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	415	0	33	6	0	100	14	0	0	9	35	68	98	0	29	0	52	27	7	41	122	0	27	161	9	8	17	29	4	16	28	0	0	;Pyrenochaetopsis	Pyrenochaetopsis	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'
